Disease of Metabolism,0
Aneurysm,0
Bronchiolitis Obliterans Syndrome,0
"Carcinoma, Merkel Cell",0
"Carcinoma, Gastrooesophageal",0
Neurofibromatosis type 2,0
Ovarian Disease,0
Pneumonia,0
Recurrent Wheezing,0
Bone Disease [unspecific],0
Blindness,0
Atrioventricular Septal Defect,0
Preterm Labor,0
Chromosome 15q13.3 Microdeletion Syndrome,0
Holt-Oram Syndrome,0
intrahepatic cholangiocarcinoma,0
Osteogenesis Imperfecta,0
"Carcinoma, Thyroid, Anaplastic",0
"Leukemia, Lymphoblastic, Acute, B-Cell",0
Gastric Cardia Adenocarcinoma,0
Acute Brucellosis,0
White Spot Syndrome Virus Infection,0
Hemoglobin Diseases,0
Cardiac Myocyte Injury,0
Breast Adenocarcinoma,0
Myelofibrosis,0
Persistent Fetal Circulation Syndrome,0
Cerebral Aneurysm,0
"Osteoporosis, Postmenopausal",0
parkinson disease,1
Breast Ductal Carcinoma,0
"Carcinoma, Gingival",0
Human Cytomegalovirus Infection,0
human cytomegalovirus infection,0
Nasal Cavity Inverting Papilloma,0
Blood Coagulation Disorders,0
Early-Stage Colon Adenocarcinoma,0
Neuronal Apoptosis-Related Diseases,0
Retinal Vascular Disease,0
Alveolar Rhabdomyosarcoma,0
Heart Valve Disease,0
Lung Injury [unspecific],0
Dental Enamel Hypoplasia,0
Hypohidrotic Ectodermal Dysplasia,0
Status Epilepticus,0
Salivary Gland Disease,0
Cone Dystrophy,0
Allergic Contact Dermatitis,0
Cornea Squamous Cell Carcinoma,0
Sciatic Nerve Injury,0
alveolar rhabdomyosarcoma,0
Pediatric Ependymoma,0
Diabetic Encephalopathy,0
Diabetic Polyneuropathy,0
Respiratory System Disease,0
Infectious Bursal Disease Virus,0
Monocytic Leukemia,0
"Carcinoma, Pancreatic Ductal",0
Arteriovenous Malformations of the Brain,0
Becker Muscular Dystrophy,0
"Muscular Dystrophy, Facioscapulohumeral",0
Bronchopneumonia,0
Rheumatic Myocarditis,0
muscle diseases [unspecific],0
Diabetic Peripheral Neuropathy,0
"Carcinoma, Oropharyngeal",0
Fabry Disease,0
Subacute Sclerosing Panencephalitis,0
"squamous cell carcinoma, esophageal",0
Lichen Planus,0
Cutaneous Lupus Erythematosus,0
Johne Disease,0
Small Intestine Carcinoma,0
"diabetes mellitus, gestational",0
Embryonal Testis Carcinoma,0
Non-Traumatic Osteonecrosis,0
Uterine Corpus Endometrial Carcinoma,0
oral neoplasms,0
Leiomyoma,0
"adenocarcinoma, colon",0
Patau Syndrome,0
urinary bladder cancer,0
Fibrosarcoma,0
"leukemia-lymphoma, adult t-cell",1
Hemangiosarcoma,0
Myositis Ossificans,0
Demyelinating Diseases,0
Cryptosporidium infection,0
Odontogenic Tumors,0
Oligodendroglioma,0
head and neck neoplasms,32
Pancreatic Diseases,0
"Lymphoma, Extranodal NK-T-Cell",0
"carcinoma, lung, small-cell",0
Osteopetrosis,0
Malignant Peripheral Nerve Sheath Tumor,0
Rhabdoid Cancer,0
"squamous cell carcinoma, laryngeal or hypopharyngeal",0
Epithelioid Sarcoma,0
Melasma,0
Glioblastoma Mesenchymal Subtype,0
Fungal Keratitis,0
Inner Ear Inflammation,0
Varicocele,0
Anxiety,0
"cardiomyopathy, hypertrophic",2
Hepatic Ischemia-Reperfusion Injury,0
Choroidal Neovascularization,0
Fever,0
osteosarcoma,3
"Adenocarcinoma, Gastric-Esophageal Junction",0
Nephrolithiasis,0
Thrombocytopenia,0
Asthenozoospermia,0
"Chromosome 22Q11.2 Deletion Syndrome, Distal",0
Borjeson-Forssman-Lehmann Syndrome,0
Somatotropinoma,0
Lynch Syndrome,0
Congenital Myasthenic Syndrome,0
Cardiac Myxoma,0
Follicular Atresia,0
Oral Submucous Fibrosis,0
Osteomyelitis,0
ischemic heart disease,0
Congenital Microtia,0
Roberts Syndrome,0
"carcinoma, cervical",0
Post-Traumatic Stress Disorder,0
Iron Metabolism Disease,0
Liver Transplant Rejection,0
"Carcinoma, Gastric, Signet Ring Cell",0
Complex Regional Pain Syndrome,0
Sickle Cell Anemia,0
Essential Thrombocythemia,0
Myxoid Liposarcoma,0
Anaplastic Astrocytoma,0
Knee Osteoarthritis,0
liver cirrhosis,4
"carcinoma, gastric",0
"carcinoma, prostate",0
Diabetic Cataract,0
Obstructive Sleep Apnea,0
Thyroid-Associated Ophthalmopathy,0
Ileus,0
Cardio-Renal Syndrome,0
Bone Cancer,0
hepatocellular carcinoma,0
Spinal Chordoma,0
Cartilage Disease [unspecific],0
Kidney Osteogenic Sarcoma,0
Cleidocranial Dysplasia,0
Autosomal Dominant Polycystic Kidney Disease,0
Pineal Gland Cancer,0
Legg-Calve-Perthes Disease,0
Evans Syndrome,0
Cerebrovascular Disease,0
Angiomyolipoma,0
Sickle Cell Disease,0
"Meningitis, Pneumococcal",0
Cor Pulmonale,0
Coronavirus Infections,0
Lymphocytic Choriomeningitis,0
Dengue Shock Syndrome,0
MALT Lymphoma,0
Congenital Hypothyroidism,0
Arterial Calcification of Infancy,0
Ocular Motility Disease,0
Idiopathic Scoliosis,0
"Carcinoma, Head And Neck",0
hemophilus influenzae infection,0
Hidradenitis Suppurativa,0
Visceral Leishmaniasis,0
Chronic Cerebral Hypoperfusion,0
Peri-Implantitis,0
Aniridia,0
Venous Thromboembolism,0
Diarrhea,0
osteoporosis,3
Glomerulosclerosis,0
Rapidly Progressive Glomerulonephritis,0
Arteriovenous Malformation,0
Enteropathy,0
Mast Cell Neoplasm,0
Bladder Fibrosis,0
Mucosulfatidosis,0
Tauopathy,0
laryngeal neoplasms,1
Pelvic Organ Prolapse,0
Primary Aldosteronism,0
Light-Induced Retinal Injury,0
Hemoglobinopathy,0
Burns,0
Hemophagocytic Lymphohistiocytosis,0
Uremic Neuropathy,0
"Carcinoma, Vulvar",0
Hyperuricemia,0
Skin Injury,0
Mitochondrial Encephalomyopathy,0
Peritoneal Fibrosis,0
Uterine Leiomyosarcoma,0
uterine leiomyosarcoma,0
Corneal Neovascularization,0
Uterine Carcinosarcoma,0
Intraductal Papillary Mucinous Neoplasms,0
Short Bowel Syndrome,0
Prostate Disease,0
Intestinal Barrier Dysfunction,0
Seizures,0
"leukemia, t-cell",4
Gliosis,0
PTEN Hamartoma Tumor Tyndrome,0
MELAS Syndrome,0
Retinitis Pigmentosa,0
"Lymphoma, Primary Effusion",0
"lymphoma, primary effusion",1
Endotoxemia,0
"squamous cell carcinoma, lung",0
Neuroma,0
Learned Helplessness,0
barrett esophagus,1
Mycosis Fungoides,0
"Aortic Aneurysm, Thoracic",0
glioblastoma,1
"Allergic Rhinitis,Perennial",0
Prolactinoma,0
"Squamous Cell Carcinoma, Sinonasal",0
myotonic muscular dystrophy,0
Hereditary Hemorrhagic Telangiectasia,0
Cytomegalovirus Retinitis,0
Myositis,0
ectopic pregnancy,0
Fibromyalgia,0
"Constriction, Pathologic",0
Cardiotoxicity,0
Cerebral Cavernous Malformations,0
"Carcinoma, Adenoid Cystic",0
Endocrine Gland Neoplasms,0
"Fibromatosis, Aggressive",0
Vasomotor Rhinitis,0
Alcoholic Cardiomyopathy,0
Ovarian Germ Cell Cancer,0
NUT Midline Carcinoma,0
Urinary System Cancer,0
Carcinosarcoma,0
azoospermia,1
Nevus,0
Frontotemporal Lobar Degeneration,0
"Shock, Septic",0
gastrointestinal neoplasms,23
thyroid lymphoma,0
Thyroid Lymphoma,0
Mycobacterium Avium Complex Disease,0
"Stroke, Hemorrhagic",0
"Carcinoma, Supraglottic",0
Uterine Corpus Serous Adenocarcinoma,0
Varicella,0
Acute Liver Failure,0
Pallister-Killian Syndrome,0
Multiple System Atrophy,0
Lymphoproliferative Disorders,0
"Small Cell Carcinoma, Esophageal",0
Head And Neck Adenoid Cystic Carcinoma,0
Medulloepithelioma,0
non-traumatic osteonecrosis,0
Chronic Pancreatitis,0
"Carcinoma, Renal Cell, Chromophobe",0
Necrotizing Enterocolitis,0
Uterine Corpus Myxoid Leiomyosarcoma,0
Neuroepithelial Tumors,0
pulmonary sarcoidosis,0
Vogt-Koyanagi-Harada Disease,0
Silicosis,0
Balkan Nephropathy,0
Borna Disease,0
borna disease,1
Polyangiitis,0
Reproductive System Disease,0
Guillain-Barre Syndrome,0
Porphyromonas Gingivalis,0
Lyme Disease,0
"Adenocarcinoma, Sebaceous",0
Penis Carcinoma,0
Gestational Trophoblastic Disease,0
Thymoma,0
Sertoli Cell-Only Syndrome,0
Mastitis,0
Skin Hemangioma,0
African Swine Fever,0
"Carcinoma, Mucoepidermoid",0
Vulvar Squamous Tumor,0
Mitral Valve Disease,0
